	N01	N02	N03	N04	N05	N06	N07	N08	N09	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23
Isoleucine	3.17644621674056	5.78039371696933	2.018795219254	11.5273676489505	2.86973869808499	5.15782951016614	2.81345932411708	2.33579616778349	3.32668185078329	6.89477896270807	8.89412820177629	2.5279496148741	3.39818931246665	3.49692156457669	3.39930196179709	2.0093731981441	5.16249026252955	10.16433436941	4.14330969455863	8.26241911609252	5.94765047792855	3.55772958650289	2.59137348030487	4.89516829470452	4.55598467248192	5.01319862409805	1.02020588946635	6.17644457886705	2.10018934106216	7.87905027341786	1.95527528573122	12.1190407907558	5.8038972429378	7.53245970259382	2.27476420534028	16.9132953025593	5.56022226950819	6.2541885384369	5.41759976079585	1.40900801739843	3.17713590168041	4.14493586731327	3.37476547783085	4.37221316761595
Isopropanol	0	0.184999507962359	0.118023525732425	0	0.292977507252192	0	0	0	0.150229902259115	0	0	0	0	0.149822528290888	0.0408324559975626	0.0216394036723211	0.104826836645864	1.63233919984577	0.0460367743839847	0	0	0	0.30511332913267	0.113733165690148	0.124922160374504	0.0995400448828133	0.224542923040442	1.16998729908054	0.116613042027091	0.196521346311577	0.14531310602644	0.148144681791514	0.181169590637969	0.0517917297986683	0.148133619081035	0.337596795285755	0.0515744998496784	0.0363778304249126	0.168338382143005	0.729741250055167	0.28311111995172	0.0727007011806508	0.350211511850371	0.415044898182249
Isovalerate	1.39288015921244	3.69999015924717	3.42459338296675	3.07818501145821	10.8857954129032	6.86984889861346	4.5371536952604	5.1169916048241	2.18288600403775	2.54557893461313	3.16644183309871	2.02980853054348	3.63284250591823	3.458669004162	2.25015998586568	1.68169079967752	3.76719588914246	7.01112357711536	4.04061227477897	3.40186281006741	2.12396908715191	7.27686328342766	5.80133288816639	6.3179934083384	3.00303075723808	3.03144682143113	3.55200870287887	6.61541655774689	8.47580536159279	2.8713952266636	3.56937542968612	2.54379323017614	3.67731133378259	2.88738893627576	4.79912341269381	5.16127713153087	3.93439755996118	2.51986433058722	7.90647369032952	2.99082697560711	4.68312977586803	3.46174845621839	7.21117340310083	3.12911300688382
Lactate	0.309151449971542	0.462498769905897	1.20319194881582	1.1434389052846	0.20652512806302	0.170212332261814	0	0.193799682043172	0.2742833821549	0.538874529602147	0.454414353086573	0.425980459964973	0.525828688975434	0.267767922902864	0.058332079996518	0.319954040012176	0.456613816055525	0.239938748125478	0.0920735487679694	0.447613527640449	2.10517290053995	0.076598560878186	0.0731436062989278	0.16479703600001	0	0	0	0	0.154714332986437	1.4520743921911	0.166643781942458	11.2205887456371	0.146661097183118	1.40161368767646	0	11.9284201000967	0.18173871375601	0.618423117223514	0.0579228841782383	0.109503962493624	0.125827164422987	0.127475202070182	0.391145324923791	0.113933893618657
Leucine	3.95781801337193	7.29066242742568	2.31654444477026	12.9596336825596	3.01862890668856	7.04797808353862	2.91946758802503	2.84069533942228	3.93556819706076	7.66086551412008	10.1417021529776	2.96556888522063	3.72875913973785	3.74556320727221	4.1094950357547	2.85330994136462	5.96668589932216	11.5057242211351	5.00738453684265	11.7854008806979	6.78005302788695	4.5535108779193	3.3186299086485	5.67505285943696	5.0887409446673	7.0522613616975	1.22034197304588	7.78177598923338	3.04002118472603	8.7925106053476	2.03467091395068	15.1500982323373	5.76938874948295	8.68482569061419	2.90382477952002	18.7351014320743	5.95317083979145	7.00133320947164	6.22308986889947	1.72468740927458	4.04219765708844	4.82812327840815	3.881889939796	4.83608687734905
Lysine	4.95661500558768	6.91898159779221	2.14567360593668	11.8676297453328	2.61998738042739	4.70458969518992	4.01983336738959	2.57039578288838	5.16244573217687	6.70174928046252	10.4370714824839	4.46231990028881	3.62085292669078	6.63681923194957	2.09995487987465	2.32469022308363	6.31588583411068	13.6236087616758	6.6647084146661	22.6861067891183	10.3217916194841	4.03373492910304	3.3896836976246	6.27157170805671	8.063602979468	8.65395117481186	0.995799050005436	5.25678014377584	3.00884740121384	9.51308887515671	2.93723757293338	16.1284202486809	6.9513046503116	6.95951369169605	1.81818798214531	18.2302269454308	8.17578619045617	7.2070078661048	5.28908336152538	1.54674347022244	4.41181495258097	4.93368868012252	5.13946764144051	6.50847367296576
Malonate	6.71300291366776	1.90381311830355	0.916022632965986	17.4344759035869	0.427458985990903	0.457198241307897	2.28553816985547	0.254999581635752	0.583848029234289	0.247319280377105	0.307762448226815	1.36872410087106	2.4681405238228	0.747518784770497	0.853106669949076	0.471429865718423	1.525141639881	3.3005747478363	2.4647380747118	21.6486966132928	34.6843346381052	2.24324356857545	4.18172446297585	1.79651980090152	7.86887137653127	194.193578471379	0.585764147062021	4.30083703274414	0.512635551089388	5.66636548531714	3.32325189379332	0.576607232184527	0.52841130602741	0.229825800981591	1.44278086529611	10.0518685443191	0.923429140165671	0.193082330716844	1.09872470925596	0.246383915610654	1.05576855148662	20.9089208395584	0.959670506499069	0.793468187701359
Methanol	11.0581095566744	1.10663342035665	2.46459897429545	1.27796112943573	0.470685175585488	1.76941657025654	1.32722346412757	0.530399129802365	1.14721016270597	0.788204535835976	1.58012263686922	2.08567482037495	0.28261151036139	1.74367921223651	0.237703225985811	0.143747467251847	0.408319673922853	2.13866663683497	0.410789679118633	2.31179221922538	1.5063800984731	1.27481890604409	1.01983085353934	2.96866773301426	1.80034878186785	1.58660798813211	0.480001176064712	0.839851348022157	0.865938430894237	3.9013126527039	1.47062485701771	2.62407401782976	0.483118908367918	1.07467839332237	1.16071822074455	3.4155063162694	1.35567256747726	0.355383420304915	0.651632447005181	0.816146720460292	2.41824081625427	0.539777808765928	4.07518850153159	0.80974445821831
Methionine	1.75978517676108	2.79349257023162	0.91957937732819	5.62421593031856	1.39284388693665	2.33151310935369	1.53499966138716	1.20699801974256	1.85055925055547	3.64142452652794	4.36031226984434	1.15689775192673	1.7573297553381	1.82974747316957	1.58371597190546	0.993866897235889	3.10739116669522	5.17474197728886	2.53025194595054	5.17125275462259	3.16312968984191	2.08457512104206	1.38554888503398	2.74584357166214	2.28901487980342	2.92889041155187	0.689899995428603	3.21247675452968	1.24002383304055	4.18881610378936	1.03671965139971	6.25495841103811	2.64421331097798	4.00091112694713	1.16680590372048	8.4703340078453	2.86361270593929	3.17606442555968	2.88166348786735	0.634780782580227	1.56104325862268	2.12724243454617	1.98983813551347	2.60420328271215
Methylamine	0.791563602674387	0.576862102100809	0.258950419491493	0.429284156482282	0.38183134141884	0.494803291458763	0.275621486160678	0.175099712723217	0.619129294158778	0.211126214956065	0.561821381997945	0.963693499592889	0.253493960809004	0.953126296999482	0.457906827972666	0.3956919528653	0.190334078577521	1.04477265916055	0.329340001362352	1.84838056707997	0.754532633994548	0.385728467279436	0.296754059841364	0.782205649746525	0.803420952996811	1.91539177274504	0.322170280884112	0.48250639000841	0.23091691490513	0.322076650899529	0.220906907471064	0.273121191449307	0.174699248115185	0.233062784094007	1.78166188428971	0.316306907294762	0.221033570784336	0.193082330716844	0.463383073425906	0.161689444619492	0.340126553830886	0.95407221549402	0.557154677943772	0.327559944153638
N,N-Dimethylglycine	0	0.0420453427187179	0	0	0	0.0277089843216907	0.0233218180597497	0	0.0603195819676751	0	0	0.0325886690683586	0	0	0.0255202849984766	0	0	0.0547891629577864	0.0531193550584439	0.047394373514871	0.0429627122559173	0.0451384376603596	0.0208981732282651	0	0.187383240561756	0	0	0	0	0.0345731998140738	0	0.0321304347214215	0.0194110275683538	0.142427256946338	0	0	0.0171914999498928	0.0111931785922808	0.0162908111751295	0.104370964251735	0	0.0219098003558126	0	0
N-Acetylglycine	1.81074420697617	0.687861806878225	0.91075389869535	1.08013432921348	1.47449335617087	0.882729071962433	1.14276908492774	0.766698742118162	0.920727203997154	0.556971062312667	0.437890194792516	1.15689775192673	0.691970001127282	1.33565190114643	0.201245675987987	0.177752244451209	0.813176742327923	2.57886922197857	0.596707421823187	1.98529764612293	0.95055000866217	0.512936791594995	0.842196381099084	1.00038764107048	0.841387491934161	1.44785519829547	0.532069100248003	1.1064996161847	1.10840119154462	0.893444268879485	0.782904830987566	1.01212431412131	0.44429685323121	0.414333838389346	0.882714031510277	1.39296695712501	0.800632711952151	0.397357840025968	0.718605781836268	0.697232261189872	1.29366053422383	0.338606005498921	1.70784964545214	0.852469668325306
Nicotinate	1.31814024823031	0.422135240895928	0.41749888819883	1.31554822147796	0.480290995495396	0.552200473267979	0.381629750068632	0.265199564901182	0.655548664403412	0.643432274151817	1.16495315973103	0.891532875227238	1.08933891266572	1.83452904322141	0.134163783991991	0	0.520047057917056	2.94538982935134	0.887093229476013	3.66516488515003	1.34526992751341	0.173714593420172	0.390795839368557	0.515280873126791	1.60561717893113	1.58660798813211	0.164339385703512	0.317438414479217	0.366003310124631	1.06085134166342	0.240277080940288	0.881858858355255	0.429199387344713	0.705662318506856	0.71022968052551	0.714731953983356	0.528024641318136	0.34558938903667	0.295044691282901	0.288303401252745	1.16979941924495	0.355536305773868	0.832320865826207	1.30210164135608
O-Phosphocholine	0	0	0	0	0	0	0	0	0	0	0.0619655936027145	0.0232776207631133	0	0	0.0145830199991295	0	0	0.0245606592569387	0.0159358065175332	0.0421283320132187	0.048333051287907	0.0177818087752932	0.0167185385826121	0	0.044090174249825	0.102556409879262	0	0	0	0	0	0.041058332436755	0	0	0	0	0.0171914999498928	0.0167897678884212	0.0235311716974093	0.00256649912094432	0	0.0109549001779063	0.0227410072630111	0.0183108043315698
Phenylacetate	0.903673469147583	3.51667246499356	2.38884502846572	2.50844382681813	7.87437087114702	6.55713321841152	2.90674659635608	3.87769363807434	1.25874448408016	2.17158392526238	2.70583092065187	1.27095809366598	2.52123723183009	2.92950858509205	1.64933956190155	1.40192422362823	2.91978682978639	4.91968897731296	3.2066384003614	3.17015698399471	1.37480679218935	5.68881097664956	4.03752706770082	4.95551650507072	2.00242874717955	2.39801017217686	2.54807403971979	4.46046320688226	6.06156901625966	2.08894912560825	2.79024087832431	2.23500887109474	2.64205653013705	2.36299767206424	3.23053043256175	3.36684371514713	3.78458591754069	1.83708043645809	5.62576012581139	2.49292614614391	5.62683350904043	2.87217564664379	4.93707267679971	2.56554714023439
Phenylalanine	3.15266533597352	5.25062239871349	1.67529802231928	10.4511898557415	2.47349862680129	4.01582351347932	2.31946081430602	2.01279669771154	3.31302458694155	6.36796878824627	8.30338954276374	2.19275187588527	2.81583832141894	3.28493862561193	3.00264381782077	1.94445498712714	5.32324993758136	9.40484321392623	3.76085033813783	9.21557262789159	5.20385852199798	3.73144417992306	2.30297868975481	4.46344648208477	3.94607059535934	5.38722788365771	1.12108749257148	5.71207752682889	1.78960609051476	7.22943804533237	1.52897723890168	12.8652530868972	4.81609161779268	7.38032149631023	2.1246013586006	15.6480676733803	5.22867191333168	5.43988479584847	5.10807434846839	0.907685189107306	2.11743525130557	3.96666976441825	2.81761079988708	4.16672525233944
Proline	2.16066288111979	4.96135044080871	0.982934776653207	9.42446876258798	1.98360181139599	3.61800166714647	2.70745106020913	1.66599726668692	2.32287295841556	5.3987989253051	9.42496678697287	2.4860498975005	2.71307049946934	3.69774750675384	4.56886016572728	2.29377678926603	3.20988640405196	3.27412480709806	2.53910517179362	8.43093244414539	4.54330682106326	4.27994458906864	2.48688261416355	4.06189877464813	3.11570564698763	3.23655964118965	0.748476410134805	1.82300346600922	1.54137040699174	4.98945862579949	1.84293669218281	10.9498704518017	3.47026037305348	6.56136476886879	2.04140302459618	2.81634803995144	4.89712155715518	5.79107077418128	3.03009087857409	0.821279718702181	2.00537043299135	3.24762995274113	2.07625396311292	3.36104986175037
Propionate	114.070090502137	37.5818091356988	39.1992454603296	48.5981317425979	68.5183134173732	57.4684334831865	40.6541692087001	26.5947563673981	66.7783296594969	23.7386294644886	34.1781559114705	88.0406172502469	28.5763056901177	55.603284276127	9.99301445440349	13.8368529767584	35.3402424497793	122.213840462527	32.3178156175573	78.8063110722272	36.6740452494574	27.6342986682498	32.0452588282217	52.8371792606229	33.5330269711169	69.750424177884	30.2547181957534	71.0681122336072	55.6625223378816	45.098009694316	30.6316837288573	30.022597025697	24.7167084370372	38.7402138894039	47.4372549761282	55.5149036428008	55.4573229097899	17.858716443984	38.8318635711171	31.388284249149	89.1996632792328	25.4990240141011	65.5145678240088	55.27624920938
Pyruvate	0.217425195584381	1.09990616552166	0.0774996709914902	0.201783336226695	0	0.190004463920165	0.0593646277884538	0	0	0.0824397601257016	0.1301277465657	0	0.0650862872347443	0	0.168433880989946	0.632179721569951	0	0.872848044361976	0	0.684585395214804	0.225554239343566	0.114897841317279	0	0.176402461070433	0	0.21717827974432	0.0455594336603794	0.14148683616788	0	0.41123911357793	0	0.910417509174682	0.0517627401822769	0.0906355271476695	0.071022968052551	0.970210609875278	0	0	0.275133699846632	0.169388941982325	0	0.139426002264262	0	0.0752777511408981
Serine	2.69743133271873	3.6629902576547	1.8108517113458	4.3086677088406	2.60798010554	3.10340624402936	2.51663618517481	1.97879675349344	2.84298708972174	3.79625041749572	4.57306080788033	3.9665065780345	3.80754780323254	3.83641303825711	1.65225616590137	1.63995766402376	4.67636546385833	8.22782085107448	3.83167614488242	12.5595089814408	5.81070683261282	2.18442681647255	2.37194266140809	3.99226622422559	4.8376718968558	4.44612200476566	1.20569786936933	3.44103241295471	1.94547500807572	3.69205381172398	1.52507726544081	3.60033678528304	5.21293929252347	4.48322161069723	2.41072245846945	3.95079492861438	5.07640434234692	2.06793974492388	4.19035865226942	1.99160331785279	2.77999391397036	4.33814047045089	2.74938777809804	4.4312146482399
