	N01	N02	N03	N04	N05	N06	N07	N08	N09	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23
Succinate	0.112109866473196	0.608816562567035	0.972404925749782	7.14550402402766	0.609969564279153	1.76545814392487	3.94350741737586	0.790498703070832	1.16997226910887	2.44102119006346	3.06729688333437	13.8757897368918	0.781035446816932	1.9285665875742	2.97931098582216	0.327682398466576	2.43181753964881	1.46608242949111	0.943753874871687	3.2702117725261	0.757217803510542	0.335118703842063	0.948777064563235	0.733462864450748	0.955287108746209	1.40562608834518	7.68978155281976	0.489762125196507	0.574983118113773	6.91827924700571	1.30396705412011	9.72334225710224	0.936042884962841	34.1631197684466	0.907064763414009	36.9562041397947	1.67985513796095	1.78950942744089	0.0832641460062175	2.11821727448604	0.703845700991081	0.886351014394235	88.573949188702	0.335698079412113
Taurine	0	0	0	0	0	0	0	0	0.162749060780708	0	0	6.02424825349371	0.140449356664448	0	0	0	5.0142879276613	1.60588925910753	0	0	2.34683815697948	5.66282217920875	0	0	0	0	4.22401034936947	0	0	5.13502999343769	0	0.40531937089374	0	5.39605084839875	0.26785805094105	0	0	0	2.89252402865077	0	0	0	4.47770433008689	0.270592997344309
Threonine	2.63288322777961	5.63575773801694	1.89191247963541	11.6064983690394	3.34762823860291	3.98019767649429	3.60004064231409	2.58399576057562	3.67949450002818	6.84048936457651	8.52026912037324	2.96556888522063	4.17237357115361	4.36079188727522	3.31326214380222	2.13920962017803	5.61049116666626	9.4482966879962	4.9064577622316	11.2377325645261	6.55718395805938	2.75618036017044	3.31445027400284	5.79110711014119	5.69743029472739	5.23037690384237	1.60271579126692	4.17204773315543	2.60012446183176	8.58871069065411	1.84655624654073	11.1550199683771	5.60331662473148	7.64899109464083	3.62014214302146	12.1109048543052	5.70512205480014	4.02394770392495	5.50629417719377	1.4013085200356	2.36712353070744	4.89484857949176	3.91827555141682	4.93781356807999
Thymine	0.356713211505625	0.881270383384327	0.468590682032426	2.07124659832696	0.845312152071897	1.00741950141004	0.557603468155834	0.317899478439238	0.375574755647788	0.798258165119599	1.18973939717212	0.486502273949067	0.462455198773183	0.890965886325602	0.424365881974669	0.251944485613452	0.309365437375454	1.56621434800017	0.400165808106944	0.542402274670191	0.0510182208039018	0.32964737806505	0.386616204722904	0.188007886140856	0.404159930623396	0.648518474236511	0.152949527288417	0.653016166928675	0.219371069159873	1.1682102252966	0.271217480957001	2.07607698377321	0.319203564457374	0.964620967500197	0.896918625120787	2.29322507788702	0.103148999699357	0.671590715536848	0.530356408256994	0.257505411801413	0.375515443824851	0.451142707326504	0.04093381307342	0.390630492406823
Trimethylamine	0.482412152702845	0.105954263651169	0.197298304203082	0.0731959160822324	0.192116398198158	0.138544921608454	0.154772065305612	0.0679998884362006	0.209411378906646	0.0864612118391505	0.0867518310438003	0.50977989471218	0.116470198209542	0.392088744250623	0.0524988719968662	0.0216394036723211	0.12581387278596	0.483656059213563	0.17352322652425	1.21118954538004	0.260461443051499	0.154564953200625	0.315562415746803	0.167118121014094	0.117573797999533	2.3075192222834	0.314034667730473	0.33194988485541	0.330211188314336	0.214717767266353	0.0891420566328419	0.358789333709322	0.0582330827050615	0.103583459597337	0.245536546695962	0.565702738046401	0.132620142470602	0.0335795357768424	0.242552077496373	0.126613956633253	0.247722229957755	157.687820860832	0.454820145260222	0.240074990125026
Tryptophan	0.567343869727994	0.867815873714337	0.109247017628603	1.57470132976911	0.369824066531455	0.427510043820371	0.313784461167542	0.205699662519507	0.663515401644426	0.959116233657553	1.39835689563459	0.635479046832992	0.474444778000636	0.584945403008043	0.484885414971056	0.256581500686093	0.854393287071789	1.08633685174921	0.577230324968424	2.0221599366345	1.15999323090977	0.480108836932916	0.273766069290273	0.868085795267657	0.810769315371782	0.880778578963075	0.336814384560662	0.594970285423904	0.293264481929515	1.26101197216595	0.255778828097726	2.36348062471153	0.72036480087002	1.47606429926205	0	3.2056488489296	1.15428642520709	1.02557498851773	0.65706271739689	0.153989947256659	0.475783965474418	0.836556013585571	0.673133814985129	0.846366066881449
Tyrosine	3.47540586066909	5.53821254290952	2.14389523375557	11.5313241849549	2.92257070758949	4.65708857920988	2.76469552271942	2.19639639648928	3.99816398966873	7.13807679137173	9.01805938898172	2.93530797822858	2.7747311926391	3.82366218478555	3.18055666181015	1.87026274596489	6.1181940491251	12.0498372877504	4.2601722756872	10.2740469697237	6.15709370017615	2.76438734883596	2.71885233699729	4.88820503966226	5.15855038722953	7.10052320164068	1.35051178350411	6.65713703507844	2.30108705702962	9.05089978290541	1.65477645666863	14.4236963238601	5.21078251168254	7.34795166518607	2.35796253934469	8.66498441233438	6.10298248221195	6.25558768576093	5.70540409155647	1.23705257629516	2.27275315739019	5.08805318262938	3.31109065749442	4.60618455629712
Uracil	3.14247352993051	4.23817054604676	2.01354933789691	9.8399050430547	2.56955682590037	3.70112862011155	1.626166768348	1.48069757069827	2.11687589546935	4.75335592529655	5.13901322945179	2.42320032144009	2.32597837012586	5.13859394904068	2.39307358185715	1.20407824719558	2.07818166454294	7.49289035484761	2.41161871965335	6.3087177189795	1.35869577509339	2.47714274554276	2.07100896692107	2.07969217261984	2.63438791142704	4.09924003017404	0.533696222878731	2.87689900208022	1.57947169795109	6.64715257477955	1.01529433403645	9.5323361684868	1.43857282089911	5.83951753479985	3.06007530923563	13.2879315189501	1.1199034253073	3.43910412247827	2.15581734550881	1.01975565072187	2.56372847511835	2.54552044133895	0.350211511850371	2.65099756044839
Valerate	6.63486573400463	6.00743856765041	6.21496350878675	5.28593210193851	11.8031512142994	10.6521252585242	4.64104179389019	4.61719242481802	4.91092445642487	3.55496331468879	4.56273320894654	6.20348593336968	7.29480256138884	11.7562869007829	4.34136505374085	1.85944304412873	5.82647107573227	16.18169588736	6.70189196320701	15.6085470108975	0.778699159638501	9.43393347101515	8.81484946768222	8.62747299735263	1.83709059374271	10.4788519976634	4.7463167138331	8.75767237203235	12.0919642490071	7.48600758079471	4.80375637829831	4.69497920846868	4.78805346686061	6.47072924172112	8.26910270897559	6.46604312412176	5.30971755595261	2.9536000010381	9.49935300523108	4.29631952846078	11.4030867758332	4.79227087782591	11.0384849254656	6.2968821562454
Valine	4.09370876061217	8.6377952081334	2.96303021917446	16.3187327503334	4.01763417731899	8.78176881681012	4.07919799517804	3.7637938249437	4.86540024361908	9.40617555775688	12.6058672585789	3.81985756722688	4.8095340672411	5.10034138862599	5.08801567769629	3.25209323761168	7.67478365191527	14.7704026208267	5.73866099148056	11.2956590210443	8.23810007507214	5.4357621594627	3.85571296061491	6.53617539966236	6.41756980747453	7.21816143650219	1.6775634322804	10.2741210263445	3.08735915228159	11.3309113285388	2.60821102210438	17.313582389132	7.69539404043183	10.7403099669988	3.61405446004553	23.2941788747171	7.48812619246045	8.68450744028586	8.74997569117512	2.166125258077	5.30833349909475	6.0162319977029	4.56412015768633	6.20532813458755
Xanthine	2.70422587008074	3.69494471812093	0.687055334972221	7.31959160822324	1.147895479234	3.18059555749693	0	0.912898502255994	1.74926787706258	3.53686678197827	3.98851870822806	1.28492466612385	1.53980453221145	2.55973383441667	1.99276968288105	0.231850753632011	0	0	0	0	0	1.84246895540922	1.66140477164708	1.46228355887333	1.91057421749242	3.66789983568185	0.146441036765505	2.82066705437247	0.508017212791286	8.54867856455361	0	9.36864955261833	0	3.11397775414493	2.05560761820669	7.84380301839606	0	0	0	0	0	0	0	2.11998423483286
o-Cresol	0.584330213133024	0.373362643342215	0.350570421001936	0.466871248524509	0.410648801148564	0.461156667639567	0.156892230583771	0.203999665308602	0.36419370244634	0.174933149535025	0.276779651425458	0.265364876699491	0.229514802354098	0.66623209388927	0.320826439980849	0.228759410250251	0.52891013009206	0.540334503652652	0.740129680480985	0.49500790115532	0.252405934503514	0.480108836932916	0.649933187399045	0.311025391887342	0.328226852748697	0.428323829495742	0.21803443251753	0.613109623394145	0.37408540214631	0.243832040793994	0.333322616272784	0.239204864776888	0.509000278459056	0.258958648993342	0.292208782844781	0.40754928439902	0.503465355675432	0.289623496075266	0.640771906221761	0.272048906820097	0.420734581039361	0.266901204334444	0.366130216934479	0.608325610571042
p-Cresol	0.322740524695565	2.60344762114301	1.5572821142247	1.38874413756019	3.53734318182359	4.64323408704903	2.07988213787404	2.25249630444915	0.875202991191361	1.64678447665731	1.98496451507362	1.2732858557423	1.45245188355429	1.86800003358427	1.51955068390929	1.14997973801478	1.76761122987714	2.75457239973974	1.79189291063817	1.14799704736021	1.10091950155788	2.58246576675027	2.76064868345382	3.31218831509879	2.02692328842946	2.02096454762075	2.19336130622112	3.52628730141485	1.75958689157709	1.48118866571874	1.29610050766142	1.19602744796375	0.964081035894907	1.24300151516804	1.65787899711241	3.16611048551776	2.39207442159937	1.56984329756738	2.32596581778238	1.75206339989799	4.54943841366861	2.86918794659527	4.6960179998118	1.94297979296102
beta-Alanine	0.336329599419589	0.0941815676899281	0.197303745372973	0	0	0.281048269548577	0.580925286215584	0	0.208273273586501	0.189008230532096	0.173503662087601	0.246742780089001	0	0.132290104767487	0.137080387991817	0	0.210824317589143	1.40373614060811	0.100926774611043	0.984749760808987	0.571941106906899	0.134047481536825	0.112850135432632	0.104448825633809	3.49782049048612	1.33926605842331	0	0.126975365791687	0	0	0	0	0	0.242773733431258	0	0	0.206297999398714	0.172095120856317	0.0868843262673574	0.0530409818328492	1.50992597307584	0	5.07806692183038	0.793468187701359
2-Hydroxyisobutyrate	0	0	0	0	0	0	0	0	0	0.0522788722746602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asparagine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45692276171825	0	0	2.6014245014245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377769777488735	0	0	0	0	0	0
Homovanillate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyramine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06636860585034	0	0	0	0	0	0	0	0
Urea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSS-d6 (Chemical Shape Indicator)	33.6227681448519	16.7054555710189	17.4653040527514	19.648157798236	23.856053745082	19.6080648350282	20.9769152611258	16.8452723621454	22.4582322832681	19.908196707362	20.5085459603702	23.1402828011323	16.9686801987637	31.7241234423577	14.513021501476	15.3825246684787	18.4045930566309	18.8021293024692	17.6214607197289	52.4076450165519	26.7228070175439	13.5757270834837	20.6662035020381	23.0901537230699	24.3059332774485	29.8710625658143	16.1540734767251	18.0268740751292	22.8931029460444	18.0435710162387	19.253198010763	17.7208048054699	21.3952659426344	32.211218958897	20.1502306490865	30.1373571543538	24.4414010732278	13.92431416877	18.0140169789446	17.0278661663367	19.5661240707796	19.8223939214918	22.6318504262777	20.247680524931
pH	6.28	6.84	7.29	7.23	7.91	7.35	7.61	7.93	6.49	8.06	7.73	6.96	6.77	6.4	5.96	6.7	7.56	6.17	6.82	6.1	6.21	6.56	6.84	7.24	6.83	6.61	6.56	6.51	7.25	6.19	7.71	6.39	7.96	7.8	6.56	6.56	8.15	7.85	6.12	6.67	7.08	6.72	6.83	6.68
